,pii,Section_content,Spell_Check_Count,Spell_Check,Converted_Section_Content,Authors
79,S0009250920302773,#7404181466 designed research developed experimental setup reviewed edited paper #57194408521 #57216657571 conducted experiments analyzed data wrote paper #57194408521 conceptualization methodology investigation writing original draft #57216657571 investigation data curation #7404181466 conceptualization methodology writing review editing funding acquisition supervision,3,"{conceptualization: 'investigation', curation: 'review', conceptualization: 'investigation'}"," #7404181466  designed the research, developed the experimental setup, and reviewed and edited the paper;  #57194408521  and  #57216657571  conducted the experiments, analyzed the data, and wrote the paper.  #57194408521 : Conceptualization, Methodology, Investigation, Writing - original draft.  #57216657571 : Investigation, Data curation.  #7404181466 : Conceptualization, Methodology, Writing - review & editing, Funding acquisition, Supervision.","[{Authorseq"":1,""auid"":57194408521,""given_name_pn"":""Tingliang"",""surname_pn"":""Xie"",""initials_pn"":""T.""},{""Authorseq"":2,""auid"":57216657571,""given_name_pn"":""Yu"",""surname_pn"":""Ma"",""initials_pn"":""Y.""},{""Authorseq"":3,""auid"":7404181466,""given_name_pn"":""Cong"",""surname_pn"":""Xu"",""initials_pn"":""C.""}]"""
80,S0009261422004353,#57533781400 formal analysis validation #57481613500 methodology #35792174300 visualization #55327871400 software #55902058800 #57481613500 writing review editing #57216248950 investigation #57482565700 formal analysis validation #57367034100 rauf #57482565700 project adminstration #26435170100 writing original draft,5,"{validation: 'editor', visualization: 'application', validation: 'editor', rauf: '##0', adminstration: 'documentation'}"," #57533781400 : Formal analysis, Validation.  #57481613500 : Methodology.  #35792174300 : Visualization.  #55327871400 : Software.  #55902058800   #57481613500 : Writing - review & editing.  #57216248950 : Investigation.  #57482565700 : Formal analysis, Validation.  #57367034100  Rauf  #57482565700 : Project adminstration.  #26435170100 : Writing - original draft.","[{Authorseq"":1,""auid"":57533781400,""given_name_pn"":""Saman"",""surname_pn"":""Naz"",""initials_pn"":""S.""},{""Authorseq"":2,""auid"":57481613500,""given_name_pn"":""Guria"",""surname_pn"":""Bibi"",""initials_pn"":""G.""},{""Authorseq"":3,""auid"":35792174300,""given_name_pn"":""Saba"",""surname_pn"":""Jamil"",""initials_pn"":""S.""},{""Authorseq"":4,""auid"":55327871400,""given_name_pn"":""Shafiq"",""surname_pn"":""UrRehman"",""initials_pn"":""S.""},{""Authorseq"":5,""auid"":55902058800,""given_name_pn"":""Shamsa"",""surname_pn"":""Bibi"",""initials_pn"":""S.""},{""Authorseq"":6,""auid"":57216248950,""given_name_pn"":""Sarmed"",""surname_pn"":""Ali"",""initials_pn"":""S.""},{""Authorseq"":7,""auid"":57482565700,""given_name_pn"":""Tahreem"",""surname_pn"":""Khan"",""initials_pn"":""T.""},{""Authorseq"":8,""auid"":57367034100,""given_name_pn"":""Shanza"",""surname_pn"":""Rauf Khan"",""initials_pn"":""S.""},{""Authorseq"":9,""auid"":26435170100,""given_name_pn"":""Muhammad Ramzan Saeed Ashraf"",""surname_pn"":""Janjua"",""initials_pn"":""M.R.S.A.""}]"""
81,S0009279716304835,conception designing experiments #55053532000 #6701674674 performed experiments #55053532000 mtt wound healing assay invasion assay qpcr wb #13006069300 j #57193692978 wb data analyzes #55053532000 #13006069300 j #6701674674 contributed reagentsmaterials #55053532000 #16647827900 #6506675437 #6504727530 z #6603419395 presentation paper #55053532000 #13006069300 j #6506675437 #6701674674,6,"{mtt: 'for', assay: 'and', assay: '##s', qpcr: 'data', wb: 'z', analyzes: 'analysis'}","Conception and designing of the experiments:  #55053532000 ,  #6701674674 . Performed the experiments:  #55053532000  (MTT, wound healing assay, invasion assay, qPCR, WB),  #13006069300 J,  #57193692978  (WB). Data analyzes:  #55053532000 ,  #13006069300 J,  #6701674674 . Contributed reagents/materials:  #55053532000 ,  #16647827900 ,  #6506675437 ,  #6504727530 Z,  #6603419395 . Presentation of the paper:  #55053532000 ,  #13006069300 J,  #6506675437 ,  #6701674674 .","[{Authorseq"":1,""auid"":55053532000,""given_name_pn"":""Natalia"",""surname_pn"":""Lisiak"",""initials_pn"":""N.""},{""Authorseq"":2,""auid"":13006069300,""given_name_pn"":""Anna"",""surname_pn"":""Paszel-Jaworska"",""initials_pn"":""A.""},{""Authorseq"":3,""auid"":16647827900,""given_name_pn"":""Ewa"",""surname_pn"":""Totoń"",""initials_pn"":""E.""},{""Authorseq"":4,""auid"":6506675437,""given_name_pn"":""Błażej"",""surname_pn"":""Rubiś"",""initials_pn"":""B.""},{""Authorseq"":5,""auid"":57193692978,""given_name_pn"":""Martyna"",""surname_pn"":""Pakuła"",""initials_pn"":""M.""},{""Authorseq"":6,""auid"":6504727530,""given_name_pn"":""Barbara"",""surname_pn"":""Bednarczyk-Cwynar"",""initials_pn"":""B.""},{""Authorseq"":7,""auid"":6603419395,""given_name_pn"":""Lucjusz"",""surname_pn"":""Zaprutko"",""initials_pn"":""L.""},{""Authorseq"":8,""auid"":6701674674,""given_name_pn"":""Maria"",""surname_pn"":""Rybczyńska"",""initials_pn"":""M.""}]"""
82,S0009279717310633,#8940329800 pi #55750508000 copi research project #8940329800 #55750508000 #54951995100 #54951995100 #54951575900 performed experiments #54951995100 #55750508000 #8940329800 #54951995100 analyzed data #55750508000 #54951995100 prepared figures #8940329800 #55750508000 wrote manuscript,2,"{pi: ':', copi: 'for'}"," #8940329800  is the PI and  #55750508000  the Co-PI of this research project.  #8940329800 ,  #55750508000  and  #54951995100 . designed the experiments.  #54951995100  and  #54951575900  performed the experiments. J. #54951995100 . performed Homology Modelling.  #55750508000 ,  #8940329800  and  #54951995100  analyzed the data.  #55750508000  and  #54951995100  prepared the figures.  #8940329800  and  #55750508000  wrote the manuscript.","[{Authorseq"":1,""auid"":54951995100,""given_name_pn"":""Samarjit"",""surname_pn"":""Jana"",""initials_pn"":""S.""},{""Authorseq"":2,""auid"":54951575900,""given_name_pn"":""Kartick"",""surname_pn"":""Patra"",""initials_pn"":""K.""},{""Authorseq"":3,""auid"":55758426700,""given_name_pn"":""Jagannath"",""surname_pn"":""Jana"",""initials_pn"":""J.""},{""Authorseq"":4,""auid"":55750508000,""given_name_pn"":""Deba Prasad"",""surname_pn"":""Mandal"",""initials_pn"":""D.P.""},{""Authorseq"":5,""auid"":8940329800,""given_name_pn"":""Shamee"",""surname_pn"":""Bhattacharjee"",""initials_pn"":""S.""}]"""
83,S0009279719319647,#57200322040 z hxd #57197869755 performed experiments zxh #57200911871 wyw #57196276723 y analyzed interpreted data jhf #57200322040 z wrote manuscript #7402651247 #57203961028 xyw provided critical suggestion qys mhm #57221675904 #57197869755 jbm gqc revised manuscript critically important intellectual content all authors discussed results commented manuscript,7,"{hxd: '##b', zxh: '.', wyw: 'y', jhf: '.', xyw: 'y', qys: '.', mhm: '##m'}"," #57200322040 Z, H.X.D, and  #57197869755 , performed the experiments. Z.X.H,  #57200911871 , W.Y.W, and  #57196276723 Y, analyzed and interpreted the data. J.H.F, and  #57200322040 Z, wrote the manuscript.  #7402651247 ,  #57203961028 , and X.Y.W, provided the critical suggestion. Q.Y.S, M.H.M,  #57221675904 ,  #57197869755 , J.B.M and G.Q.C, revised the manuscript critically for important intellectual content. J.H.F, designed the supervised the project. All authors discussed the results and commented on the manuscript.","[{Authorseq"":1,""auid"":57200322040,""given_name_pn"":""Mengzhao"",""surname_pn"":""Zhang"",""initials_pn"":""M.""},{""Authorseq"":2,""auid"":57202903003,""given_name_pn"":""Hongxia"",""surname_pn"":""Du"",""initials_pn"":""H.""},{""Authorseq"":3,""auid"":57197869755,""given_name_pn"":""Lu"",""surname_pn"":""Wang"",""initials_pn"":""L.""},{""Authorseq"":4,""auid"":57196276723,""given_name_pn"":""Yangyang"",""surname_pn"":""Yue"",""initials_pn"":""Y.""},{""Authorseq"":5,""auid"":57200911871,""given_name_pn"":""Pu"",""surname_pn"":""Zhang"",""initials_pn"":""P.""},{""Authorseq"":6,""auid"":57109536200,""given_name_pn"":""Zhixin"",""surname_pn"":""Huang"",""initials_pn"":""Z.""},{""Authorseq"":7,""auid"":57213703875,""given_name_pn"":""Wei"",""surname_pn"":""Lv"",""initials_pn"":""W.""},{""Authorseq"":8,""auid"":57193631585,""given_name_pn"":""Jianbin"",""surname_pn"":""Ma"",""initials_pn"":""J.""},{""Authorseq"":9,""auid"":57215197685,""given_name_pn"":""Qiuya"",""surname_pn"":""Shao"",""initials_pn"":""Q.""},{""Authorseq"":10,""auid"":57215201574,""given_name_pn"":""Minghai"",""surname_pn"":""Ma"",""initials_pn"":""M.""},{""Authorseq"":11,""auid"":57221675904,""given_name_pn"":""Xiao"",""surname_pn"":""Liang"",""initials_pn"":""X.""},{""Authorseq"":12,""auid"":57203961028,""given_name_pn"":""Tao"",""surname_pn"":""Yang"",""initials_pn"":""T.""},{""Authorseq"":13,""auid"":57193242861,""given_name_pn"":""Weiyi"",""surname_pn"":""Wang"",""initials_pn"":""W.""},{""Authorseq"":14,""auid"":7402651247,""given_name_pn"":""Jin"",""surname_pn"":""Zeng"",""initials_pn"":""J.""},{""Authorseq"":15,""auid"":57202903279,""given_name_pn"":""Guanqiu"",""surname_pn"":""Chen"",""initials_pn"":""G.""},{""Authorseq"":16,""auid"":36680803800,""given_name_pn"":""Xinyang"",""surname_pn"":""Wang"",""initials_pn"":""X.""},{""Authorseq"":17,""auid"":14828548200,""given_name_pn"":""Jinhai"",""surname_pn"":""Fan"",""initials_pn"":""J.""}]"""
84,S0009279721001472,#55341895000 contributed conception design study tumor induction treatment liposome synthesis characterization optimization analysis methods drafting version paper #57189929232 ilva supervised project participated english correction #57224683351 contributed hepatocarcinoma induction treatment #54586203500 #57202714493 participated #54586203500 55 synthesis nmr characterization #57194872273 #57220246006 #57211669529 #57211665815 outaiba #55624756400 #57090842400 contributed liposome coumarin analysis plasma tissue samples chromatographic spectroscopic methods hplc gc #57208276505 rftir dsc #57200797926 ljabal performed preliminary step study #54586203500 55 glo interaction vitro a #55341895000 #35486655600 #6507280840 performed vivo research histology interpretation #26634714600 lbalas done docking #54586203500 55 gloi participate #57217315525 revise englishs manuscript,21,"{liposome: 'in', ilva: 'a', english: 'with', nmr: 'and', outaiba: '##0', liposome: 'to', coumarin: 'function', hplc: '.', gc: '.', rftir: '##8', dsc: '##c', ljabal: '##0', glo: '-', vitro: 'with', vivo: 'in', histology: 'with', lbalas: 'and', docking: 'in', gloi: 'to', revise: 'assisted', englishs: '##s'}"," #55341895000  contributed to the conception and design of the study (tumor induction and treatment, liposome synthesis and characterization, optimization of analysis methods and drafting the version of paper);  #57189929232 ilva supervised the project and participated to English correction;  #57224683351  contributed to hepatocarcinoma induction and treatment;  #54586203500  and  #57202714493  participated to  #54586203500 -55 synthesis and their NMR characterization;  #57194872273 ,  #57220246006 ,  #57211669529 ,  #57211665815 outaiba,  #55624756400 ,  #57090842400  contributed to liposome and coumarin analysis in plasma and tissue samples by chromatographic and spectroscopic methods (HPLC, GC,  #57208276505 R-FTIR and DSC);  #57200797926 l-Jabal performed the preliminary step to study the  #54586203500 -55 and Glo I interaction in vitro, A.  #55341895000 ,  #35486655600  and  #6507280840  performed the in vivo research and histology interpretation,  #26634714600 l-Balas, has done the Docking of  #54586203500 -55 against Glo-I and participate with  #57217315525  to revise English's manuscript.","[{Authorseq"":1,""auid"":55341895000,""given_name_pn"":""Nadia"",""surname_pn"":""Taïbi"",""initials_pn"":""N.""},{""Authorseq"":2,""auid"":26634714600,""given_name_pn"":""Qosay Ali"",""surname_pn"":""Al-balas"",""initials_pn"":""Q.A.""},{""Authorseq"":3,""auid"":57224683351,""given_name_pn"":""Nadjia"",""surname_pn"":""Bekari"",""initials_pn"":""N.""},{""Authorseq"":4,""auid"":54586203500,""given_name_pn"":""Oualid"",""surname_pn"":""Talhi"",""initials_pn"":""O.""},{""Authorseq"":5,""auid"":57200797926,""given_name_pn"":""Ghazi Ahmad"",""surname_pn"":""Al Jabal"",""initials_pn"":""G.A.""},{""Authorseq"":6,""auid"":35486655600,""given_name_pn"":""Yasmine"",""surname_pn"":""Benali"",""initials_pn"":""Y.""},{""Authorseq"":7,""auid"":57194872273,""given_name_pn"":""Rachid"",""surname_pn"":""Ameraoui"",""initials_pn"":""R.""},{""Authorseq"":8,""auid"":57220246006,""given_name_pn"":""Mohamed"",""surname_pn"":""Hadjadj"",""initials_pn"":""M.""},{""Authorseq"":9,""auid"":57208276505,""given_name_pn"":""Amina"",""surname_pn"":""Taïbi"",""initials_pn"":""A.""},{""Authorseq"":10,""auid"":57211665815,""given_name_pn"":""Zahra Mouna"",""surname_pn"":""Boutaiba"",""initials_pn"":""Z.M.""},{""Authorseq"":11,""auid"":57211669529,""given_name_pn"":""Mohamed"",""surname_pn"":""Abou-Mustapha"",""initials_pn"":""M.""},{""Authorseq"":12,""auid"":6507280840,""given_name_pn"":""Farida"",""surname_pn"":""Khammar"",""initials_pn"":""F.""},{""Authorseq"":13,""auid"":55624756400,""given_name_pn"":""Fayçal"",""surname_pn"":""Dergal"",""initials_pn"":""F.""},{""Authorseq"":14,""auid"":57090842400,""given_name_pn"":""Ridha"",""surname_pn"":""Hassaine"",""initials_pn"":""R.""},{""Authorseq"":15,""auid"":57202714493,""given_name_pn"":""Leila"",""surname_pn"":""Boukenna"",""initials_pn"":""L.""},{""Authorseq"":16,""auid"":57217315525,""given_name_pn"":""Khaldoun"",""surname_pn"":""Bachari"",""initials_pn"":""K.""},{""Authorseq"":17,""auid"":57189929232,""given_name_pn"":""Artur Manuel"",""surname_pn"":""Soares Silva"",""initials_pn"":""A.M.""}]"""
85,S0009898121002059,#57219721054 #57225076052 s lillemoen wrote manuscript support #6603195913 all authors performed literature search #57219721054 #6603195913 procured aliquoted patient’s initial serum samples hospitalization #36657402600 performed analysis utilizing malditof ms #57225077780 erik w #57219721054 initiated investigations upon discharge patient #6603195913 #7004553021 provided guidance advice senior scientists consultants clinical chemistry cardiothoracic surgery respectively all authors reviewed provided revisions final draft manuscript,7,"{lillemoen: '##cribe', procured: 'provided', aliquoted: 'with', malditof: 'medical', ms: 'm', consultants: 'conducted', revisions: 'in'}","Erik W.  #57219721054  and  #57225076052  S. Lillemoen wrote the manuscript with support of  #6603195913 . All authors have performed literature search. Erik W.  #57219721054  and  #6603195913  procured and aliquoted the patient’s initial serum samples during hospitalization.  #36657402600  performed analysis utilizing MALDI-TOF MS. Robert M.  #57225077780  and Erik W.  #57219721054  initiated investigations upon discharge of the patient.  #6603195913  and  #7004553021  has provided guidance and advice as senior scientists and consultants in clinical chemistry and cardiothoracic surgery, respectively. All authors have reviewed and provided revisions to the final draft of the manuscript.","[{Authorseq"":1,""auid"":57219721054,""given_name_pn"":""Erik Wilhelm"",""surname_pn"":""Vinnes"",""initials_pn"":""E.W.""},{""Authorseq"":2,""auid"":57225076052,""given_name_pn"":""Paul Kjetel"",""surname_pn"":""Soldal Lillemoen"",""initials_pn"":""P.K.""},{""Authorseq"":3,""auid"":57225077780,""given_name_pn"":""Robert Matongo"",""surname_pn"":""Persson"",""initials_pn"":""R.M.""},{""Authorseq"":4,""auid"":36657402600,""given_name_pn"":""Klaus"",""surname_pn"":""Meyer"",""initials_pn"":""K.""},{""Authorseq"":5,""auid"":7004553021,""given_name_pn"":""Rune"",""surname_pn"":""Haaverstad"",""initials_pn"":""R.""},{""Authorseq"":6,""auid"":6603195913,""given_name_pn"":""Anne Lise"",""surname_pn"":""Bjørke-Monsen"",""initials_pn"":""A.L.""}]"""
86,S0009898121002126,#57212867802 #7006837572 contributed conception design study #7003956460 #57208086083 collected specimens #57212867802 #57205682249 collected data organized database #57212867802 analysed data #57212867802 #7006837572 wrote first draft manuscript all authors contributed final version manuscript,1,{analysed: 'published'}, #57212867802  and  #7006837572  contributed conception and design of the study.  #7003956460  and  #57208086083  collected the specimens.  #57212867802  and  #57205682249  collected the data and organized the database.  #57212867802  analysed the data.  #57212867802  and  #7006837572  wrote the first draft of the manuscript. All authors contributed to the final version of the manuscript.,"[{Authorseq"":1,""auid"":57212867802,""given_name_pn"":""Maria Anna"",""surname_pn"":""Messina"",""initials_pn"":""M.A.""},{""Authorseq"":2,""auid"":57205682249,""given_name_pn"":""Federica"",""surname_pn"":""Raudino"",""initials_pn"":""F.""},{""Authorseq"":3,""auid"":57208086083,""given_name_pn"":""Riccardo"",""surname_pn"":""Iacobacci"",""initials_pn"":""R.""},{""Authorseq"":4,""auid"":7003956460,""given_name_pn"":""Concetta"",""surname_pn"":""Meli"",""initials_pn"":""C.""},{""Authorseq"":5,""auid"":7006837572,""given_name_pn"":""Agata"",""surname_pn"":""Fiumara"",""initials_pn"":""A.""}]"""
87,S0009912021001090,#56667386100 performed practical work interpretation molecular results #57203330239 designated performed analysis writing review editing paper #57223311140 collected data #54980206800 shared study conception design data analysis writing review editing paper #6603981041 generated idea study supervised project all authors read approved final version manuscript submitted publication,0,{}," #56667386100  performed the practical work and interpretation of the molecular results.  #57203330239  designated and performed the analysis, writing, review and editing the paper.  #57223311140  collected the data.  #54980206800  shared in the study conception, design, data analysis and writing, review and editing the paper.  #6603981041  generated the idea for the study and supervised the project. All authors read and approved the final version of the manuscript submitted for publication.","[{Authorseq"":1,""auid"":56667386100,""given_name_pn"":""Afaf"",""surname_pn"":""Elsaid"",""initials_pn"":""A.""},{""Authorseq"":2,""auid"":57203330239,""given_name_pn"":""Rasha M.S."",""surname_pn"":""Shoaib"",""initials_pn"":""R.M.S.""},{""Authorseq"":3,""auid"":57223311140,""given_name_pn"":""Sara S."",""surname_pn"":""Badr"",""initials_pn"":""S.S.""},{""Authorseq"":4,""auid"":54980206800,""given_name_pn"":""Yahya"",""surname_pn"":""Wahba"",""initials_pn"":""Y.""},{""Authorseq"":5,""auid"":6603981041,""given_name_pn"":""Seif Eldin N."",""surname_pn"":""Ayyad"",""initials_pn"":""S.E.N.""}]"""
88,S0009912022001370,#57216520514 ng #54380540000 #57202254208 designed study #57202254208 analyzed data #57202254208 #57209603878 wrote manuscript #57216520514 ’an #56605778900 #57216520514 #57201617728 made suggestions revision manuscript #57216520514 ’an #56605778900 #57196414603 #57200656914 #57196414603 gying #17135234100 #56605680700 responsible data collection all authors reviewed manuscript approved submission,1,{gying: 'ng'}," #57216520514 ng  #54380540000  and  #57202254208  designed the study;  #57202254208  analyzed the data;  #57202254208  and  #57209603878  wrote this manuscript.  #57216520514 ’an  #56605778900 ,  #57216520514 , and  #57201617728  made suggestions for the revision of the manuscript.  #57216520514 ’an  #56605778900 ,  #57196414603 ,  #57200656914 ,  #57196414603 gying  #17135234100 , and  #56605680700  were responsible for data collection. All authors reviewed the manuscript and approved the submission.","[{Authorseq"":1,""auid"":57202254208,""given_name_pn"":""Chaochao"",""surname_pn"":""Ma"",""initials_pn"":""C.""},{""Authorseq"":2,""auid"":57209603878,""given_name_pn"":""Yutong"",""surname_pn"":""Zou"",""initials_pn"":""Y.""},{""Authorseq"":3,""auid"":56605778900,""given_name_pn"":""Li'an"",""surname_pn"":""Hou"",""initials_pn"":""L.""},{""Authorseq"":4,""auid"":57196414603,""given_name_pn"":""Yicong"",""surname_pn"":""Yin"",""initials_pn"":""Y.""},{""Authorseq"":5,""auid"":57200656914,""given_name_pn"":""Fang"",""surname_pn"":""Zhao"",""initials_pn"":""F.""},{""Authorseq"":6,""auid"":17135234100,""given_name_pn"":""Yingying"",""surname_pn"":""Hu"",""initials_pn"":""Y.""},{""Authorseq"":7,""auid"":57201617728,""given_name_pn"":""Danchen"",""surname_pn"":""Wang"",""initials_pn"":""D.""},{""Authorseq"":8,""auid"":57216520514,""given_name_pn"":""Lei"",""surname_pn"":""Li"",""initials_pn"":""L.""},{""Authorseq"":9,""auid"":56605680700,""given_name_pn"":""Xinqi"",""surname_pn"":""Cheng"",""initials_pn"":""X.""},{""Authorseq"":10,""auid"":54380540000,""given_name_pn"":""Ling"",""surname_pn"":""Qiu"",""initials_pn"":""L.""}]"""
89,S0010027716302554,doherty #35476748000 obre #8213711300 developed study concept #54996374100 #35476748000 obre #8213711300 contributed study design doherty performed data analysis supervision #8213711300 #6603638523 contributed significantly eyetracking analyses doherty drafted manuscript authors provided critical revisions all authors approved final version manuscript submission,7,"{doherty: 'Code', obre: '/', obre: 'project', doherty: 'expert', eyetracking: 'research', doherty: 'the', revisions: 'reviews'}","B. Doherty,  #35476748000 obre and  #8213711300  developed the study concept. B. Doherty, Z.  #54996374100 ,  #35476748000 obre and  #8213711300  contributed to study design. B. Doherty developed the stimuli, programmed the task, and collected the data. B. Doherty performed the data analysis under the supervision of  #8213711300 , while  #6603638523  contributed significantly to the eye-tracking analyses. B. Doherty drafted the manuscript, and all other authors provided critical revisions. All authors approved the final version of the manuscript for submission.","[{Authorseq"":1,""auid"":57191967087,""given_name_pn"":""Brianna"",""surname_pn"":""Ruth Doherty"",""initials_pn"":""B.""},{""Authorseq"":2,""auid"":54996374100,""given_name_pn"":""Eva Zita"",""surname_pn"":""Patai"",""initials_pn"":""E.Z.""},{""Authorseq"":3,""auid"":6603638523,""given_name_pn"":""Mihaela"",""surname_pn"":""Duta"",""initials_pn"":""M.""},{""Authorseq"":4,""auid"":35476748000,""given_name_pn"":""Anna Christina"",""surname_pn"":""Nobre"",""initials_pn"":""A.C.""},{""Authorseq"":5,""auid"":8213711300,""given_name_pn"":""Gaia"",""surname_pn"":""Scerif"",""initials_pn"":""G.""}]"""
90,S0010027719300629,both authors contributed study concept design testing data collection performed #57193121246 b #57193121246 performed data analysis interpretation supervision #38060964400 #57193121246 drafted manuscript #38060964400 provided critical revisions both authors approved final version manuscript submission,1,{revisions: 'reviews'},Both authors contributed to the study concept and design. Testing and data collection were performed by  #57193121246 B.  #57193121246 B performed the data analysis and interpretation under the supervision of  #38060964400 .  #57193121246 B drafted the manuscript and  #38060964400  provided critical revisions. Both authors approved the final version of the manuscript for submission.,"[{Authorseq"":1,""auid"":57193121246,""given_name_pn"":""Sujatha"",""surname_pn"":""Krishnan-Barman"",""initials_pn"":""S.""},{""Authorseq"":2,""auid"":38060964400,""given_name_pn"":""Antonia F.de C."",""surname_pn"":""Hamilton"",""initials_pn"":""A.F.d.C.""}]"""
91,S0010027720303115,#57163695800 r #26422778400 conceptualized study #57163695800 r designed experiments analyzed data #57163695800 r #26422778400 wrote manuscript,1,{conceptualized: 'conducted'}, #57163695800 -R. and  #26422778400  conceptualized the study.  #57163695800 -R designed the experiments and analyzed the data.  #57163695800 -R. and  #26422778400  wrote the manuscript.,"[{Authorseq"":1,""auid"":57163695800,""given_name_pn"":""Ori"",""surname_pn"":""Lavi-Rotbain"",""initials_pn"":""O.""},{""Authorseq"":2,""auid"":26422778400,""given_name_pn"":""Inbal"",""surname_pn"":""Arnon"",""initials_pn"":""I.""}]"""
92,S0010938X21007162,#57188675779 conceived idea developed coatings evaluations draft preparation #6505911375 supervision writing review editing #57095784600 technical support guidance #6505911375 ivakumar conceived idea methodology developed coatings writing review editing,4,"{coatings: 'in', evaluations: 'drafting', ivakumar: '##7', coatings: 'during'}"," #57188675779 : Conceived the idea, Developed coatings and its evaluations, Draft preparation  #6505911375 : Supervision, Writing – review & editing.  #57095784600 : Technical Support and Guidance.  #6505911375 ivakumar: Conceived the idea, Methodology, Developed coatings, Writing – review & editing.","[{Authorseq"":1,""auid"":57188675779,""given_name_pn"":""K."",""surname_pn"":""Praveen"",""initials_pn"":""K.""},{""Authorseq"":2,""auid"":6505911375,""given_name_pn"":""G."",""surname_pn"":""Shanmugavelayutham"",""initials_pn"":""G.""},{""Authorseq"":3,""auid"":57095784600,""given_name_pn"":""D."",""surname_pn"":""Srinivasa Rao"",""initials_pn"":""D.""},{""Authorseq"":4,""auid"":24529128800,""given_name_pn"":""G."",""surname_pn"":""Sivakumar"",""initials_pn"":""G.""}]"""
93,S0010945218300224,conceptualization #57189071146 #8614903000 #6603345531 methodology #57189071146 #8614903000 #6603345531 writing—original draft #57189071146 #8614903000 #6603345531 funding acquisition #6603345531 supervision #6603345531,0,{},"Conceptualization,  #57189071146 ,  #8614903000  &  #6603345531 , Methodology,  #57189071146 ,  #8614903000  &  #6603345531 , Writing—Original Draft,  #57189071146 ,  #8614903000 ,  #6603345531 ; Funding Acquisition,  #6603345531 , Supervision,  #6603345531 ","[{Authorseq"":1,""auid"":57189071146,""given_name_pn"":""Katherine S."",""surname_pn"":""Aboud"",""initials_pn"":""K.S.""},{""Authorseq"":2,""auid"":8614903000,""given_name_pn"":""Laura A."",""surname_pn"":""Barquero"",""initials_pn"":""L.A.""},{""Authorseq"":3,""auid"":6603345531,""given_name_pn"":""Laurie E."",""surname_pn"":""Cutting"",""initials_pn"":""L.E.""}]"""
94,S0012160616300070,#55548791900 performed research #57194631200 #13410005200 performedanalysed flow cytometric data #57194631200 provided mouse support #55548791900 #7005334533 designed experiments analysed interpreted data #55548791900 #7005334533 wrote manuscript,2,"{cytometric: 'control', analysed: 'and'}"," #55548791900  performed research.  #57194631200  and  #13410005200  performed/analysed flow cytometric data and  #57194631200  provided mouse support.  #55548791900  and  #7005334533  designed experiments, analysed and interpreted data.  #55548791900  and  #7005334533  wrote the manuscript.","[{Authorseq"":1,""auid"":55548791900,""given_name_pn"":""Zhuan"",""surname_pn"":""Li"",""initials_pn"":""Z.""},{""Authorseq"":2,""auid"":57194631200,""given_name_pn"":""Chris S."",""surname_pn"":""Vink"",""initials_pn"":""C.S.""},{""Authorseq"":3,""auid"":13410005200,""given_name_pn"":""Samanta A."",""surname_pn"":""Mariani"",""initials_pn"":""S.A.""},{""Authorseq"":4,""auid"":7005334533,""given_name_pn"":""Elaine"",""surname_pn"":""Dzierzak"",""initials_pn"":""E.""}]"""
95,S0012160616300288,#57073204100 #57090617900 #15052280000 #6602842588 designed performed experiments xenopus embryos analysed data contributed manuscript preparation #56530800800 #26654373000 #6603168525 designed performed experiments cell lines analysed data contributed manuscript preparation #7004014415 #6602842588 coordinated work designed experiments analysed data provided financial support wrote manuscript,5,"{xenopus: 'mouse', embryos: '##s', analysed: 'analyzed', analysed: 'analyzed', analysed: 'and'}"," #57073204100 ,  #57090617900 ,  #15052280000 ,  #6602842588  designed and performed the experiments on Xenopus embryos, analysed the data and contributed to manuscript preparation.  #56530800800 ,  #26654373000 ,  #6603168525  designed and performed the experiments on cell lines, analysed the data and contributed to manuscript preparation.  #7004014415  and  #6602842588  coordinated the work, designed the experiments, analysed the data, provided financial support and wrote the manuscript.","[{Authorseq"":1,""auid"":57073204100,""given_name_pn"":""Simone"",""surname_pn"":""Macrì"",""initials_pn"":""S.""},{""Authorseq"":2,""auid"":57090617900,""given_name_pn"":""Luca"",""surname_pn"":""Simula"",""initials_pn"":""L.""},{""Authorseq"":3,""auid"":56530800800,""given_name_pn"":""Ilenia"",""surname_pn"":""Pellarin"",""initials_pn"":""I.""},{""Authorseq"":4,""auid"":26654373000,""given_name_pn"":""Silvia"",""surname_pn"":""Pegoraro"",""initials_pn"":""S.""},{""Authorseq"":5,""auid"":15052280000,""given_name_pn"":""Marco"",""surname_pn"":""Onorati"",""initials_pn"":""M.""},{""Authorseq"":6,""auid"":6603168525,""given_name_pn"":""Riccardo"",""surname_pn"":""Sgarra"",""initials_pn"":""R.""},{""Authorseq"":7,""auid"":7004014415,""given_name_pn"":""Guidalberto"",""surname_pn"":""Manfioletti"",""initials_pn"":""G.""},{""Authorseq"":8,""auid"":6602842588,""given_name_pn"":""Robert"",""surname_pn"":""Vignali"",""initials_pn"":""R.""}]"""
